video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
Gzpcsz2p1RX,24.15.01,Official Entertainment Highlights,Channel_3166,8,2024-01-13T22:00:00.000Z,trending|music|review,1331,36,3,13,https://i.ytimg.com/vi/eVJeYsQPafk/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
f4C616ehNwy,24.19.10,Travel & Events Compilation 2024,Channel_1831,11,2024-10-16T01:00:00.000Z,official|vlog|trending,9268,445,30,53,https://i.ytimg.com/vi/ptp25XzEvEe/default.jpg,False,False,False,Auto-generated sample description for Travel & Events video.
7Rfq5JaD7Hs,24.21.12,Reacting to Entertainment Trends,Channel_470,6,2024-12-19T19:00:00.000Z,music|2024|review,23977,1493,40,214,https://i.ytimg.com/vi/WVTG7qndj-8/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
TwwTX0WmizM,24.02.01,Why This Entertainment Video Went Viral,Channel_4487,6,2024-01-02T15:00:00.000Z,2024|official|vlog,12907,274,102,32,https://i.ytimg.com/vi/Pg3AC0m59Ur/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
yl4W5HwrddY,24.25.04,Behind the Scenes: Entertainment,Channel_1530,17,2024-04-23T03:00:00.000Z,trending|2024|official,208425,8939,1023,1084,https://i.ytimg.com/vi/kV6iMGWxSNC/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
wyj9I3BcDTG,24.28.04,Behind the Scenes: Gaming,Channel_720,13,2024-04-25T22:00:00.000Z,live|trending|2024,2755,106,14,42,https://i.ytimg.com/vi/S8tU0uCjhzT/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
zpkO5pZ9lAK,24.08.05,Behind the Scenes: Entertainment,Channel_4823,6,2024-05-04T01:00:00.000Z,live|trending|review,28960,2021,261,407,https://i.ytimg.com/vi/_pNNV4ygKzJ/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
t6cEunkMIhr,24.03.12,Official Entertainment Highlights,Channel_169,8,2024-11-30T17:00:00.000Z,official|music|live,1144560,83836,5897,7341,https://i.ytimg.com/vi/xFi9XXeRT4S/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
JbTIqhLuTwR,24.30.08,Why This Gaming Video Went Viral,Channel_4859,13,2024-08-30T18:00:00.000Z,trending|official|vlog,9749,165,33,187,https://i.ytimg.com/vi/vhfnleqq-rh/default.jpg,False,True,False,Auto-generated sample description for Gaming video.
ejNL3aoRcVJ,24.14.07,Official Travel & Events Highlights,Channel_1172,5,2024-07-13T08:00:00.000Z,trending|vlog|2024,33611,1397,260,169,https://i.ytimg.com/vi/dhBW52bW_lt/default.jpg,False,False,False,Auto-generated sample description for Travel & Events video.
VrOBceBOBH8,24.20.09,Reacting to Gaming Trends,Channel_1298,15,2024-09-20T02:00:00.000Z,2024|review|music,53387,538,174,722,https://i.ytimg.com/vi/8wlQJzqBOY7/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
IrdhpT0Bfn0,24.24.04,Official Science & Technology Highlights,Channel_4179,12,2024-04-24T10:00:00.000Z,music|vlog|official,15454,1053,113,296,https://i.ytimg.com/vi/JjF4gbMjR7S/default.jpg,False,False,False,Auto-generated sample description for Science & Technology video.
AWnGcD5KnVi,25.28.01,Behind the Scenes: Gaming,Channel_4669,13,2025-01-26T13:00:00.000Z,official|live|vlog,3373,123,16,46,https://i.ytimg.com/vi/pjUT9HUnM29/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
1aq5RI55YNk,24.30.07,Behind the Scenes: Entertainment,Channel_4101,17,2024-07-29T14:00:00.000Z,2024|live|official,1561106,87000,15534,30301,https://i.ytimg.com/vi/YXKMIseBWcY/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
7SU0S9306fc,24.30.07,Official Science & Technology Highlights,Channel_2502,12,2024-07-27T17:00:00.000Z,vlog|review|2024,102,3,0,1,https://i.ytimg.com/vi/wdNdlJwCD2E/default.jpg,False,False,False,
x_bzKXlQRTu,24.13.11,Entertainment Compilation 2024,Channel_3682,6,2024-11-11T07:00:00.000Z,trending|official|music,53258,3419,407,301,https://i.ytimg.com/vi/Pt8eyZggIXk/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
htNyk6qeZ8B,24.18.12,Reacting to Film & Animation Trends,Channel_4693,14,2024-12-15T20:00:00.000Z,official|review|2024,1465,26,4,22,https://i.ytimg.com/vi/2HDkHls2yTl/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
mbZ2ECx_11u,24.09.04,Reacting to Entertainment Trends,Channel_3546,8,2024-04-08T06:00:00.000Z,official|trending|music,4217,233,8,15,https://i.ytimg.com/vi/2fqgFjNIk2o/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
o6FdR7-RrFo,24.17.05,Why This People & Blogs Video Went Viral,Channel_3343,10,2024-05-16T10:00:00.000Z,live|vlog|trending,32714,2302,69,69,https://i.ytimg.com/vi/LcbC-cAkF0t/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
sJNKzF6qpEE,24.05.03,Behind the Scenes: Entertainment,Channel_4677,8,2024-03-04T18:00:00.000Z,live|review|2024,2758,177,25,8,https://i.ytimg.com/vi/VfyEQwUwizo/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
tna8OAjbcB5,25.13.01,Behind the Scenes: Gaming,Channel_4190,13,2025-01-12T21:00:00.000Z,trending|live|music,3730,243,20,54,https://i.ytimg.com/vi/IqY2m97orDU/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
3m0EGig_oN-,24.24.03,Behind the Scenes: Entertainment,Channel_1630,8,2024-03-20T14:00:00.000Z,review|live|official,47744,666,64,833,https://i.ytimg.com/vi/mfILnYqt240/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
8zNo5tZNezT,24.01.06,Reacting to Entertainment Trends,Channel_4138,8,2024-05-31T13:00:00.000Z,official|2024|trending,54439,1146,127,901,https://i.ytimg.com/vi/B5dHCeXZ5C3/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
aUcBp3xihWB,24.05.07,Reacting to Autos & Vehicles Trends,Channel_1913,16,2024-07-02T12:00:00.000Z,vlog|official|music,3924,175,35,61,https://i.ytimg.com/vi/DPiUqexkqJH/default.jpg,False,False,False,Auto-generated sample description for Autos & Vehicles video.
MrCuvGvEaMp,24.21.09,Top 10 Entertainment Moments This Week,Channel_4380,6,2024-09-19T09:00:00.000Z,live|official|vlog,75273,4932,267,751,https://i.ytimg.com/vi/Js1nZJcIwB4/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
-pjBwBUhBUJ,24.07.06,Behind the Scenes: People & Blogs,Channel_3923,10,2024-06-03T04:00:00.000Z,music|live|review,8598,604,38,87,https://i.ytimg.com/vi/VZkbVw1cc4z/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
8TF9aFPC6Wl,24.27.05,Why This Film & Animation Video Went Viral,Channel_3582,14,2024-05-26T02:00:00.000Z,official|2024|vlog,13152,1049,16,180,https://i.ytimg.com/vi/p4J_OBbUuAS/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
nLtQN6cbrmM,24.22.10,Why This Entertainment Video Went Viral,Channel_3911,17,2024-10-21T13:00:00.000Z,music|live|official,81657,4462,98,812,https://i.ytimg.com/vi/mdAx5ML5T6i/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
s5Fca-ibFgs,24.29.10,Entertainment Compilation 2024,Channel_473,17,2024-10-25T17:00:00.000Z,2024|trending|live,38539,1061,353,732,https://i.ytimg.com/vi/jmAJ3Q2o8Yo/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
HiDaUDbybbO,25.05.01,Behind the Scenes: Entertainment,Channel_3430,6,2025-01-05T17:00:00.000Z,official|music|live,43060,1271,173,613,https://i.ytimg.com/vi/ny_MlGHLjAp/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
ajUjY5Ci_81,24.15.04,Reacting to Entertainment Trends,Channel_4718,6,2024-04-14T06:00:00.000Z,music|official|review,19106,404,92,13,https://i.ytimg.com/vi/lN0I_d8P09m/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
dUg_VmhhP9O,24.22.10,Top 10 Entertainment Moments This Week,Channel_2681,8,2024-10-21T03:00:00.000Z,vlog|2024|live,29554,467,277,565,https://i.ytimg.com/vi/6yUrP1uwhXB/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
k1LTu1ZxleT,24.10.03,Top 10 Gaming Moments This Week,Channel_3374,15,2024-03-10T06:00:00.000Z,music|official|review,2408,44,11,21,https://i.ytimg.com/vi/cN0W_7N1tEt/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
sLi_kHiWwAc,24.28.01,Official Entertainment Highlights,Channel_3420,8,2024-01-25T20:00:00.000Z,trending|review|live,101671,1268,463,1277,https://i.ytimg.com/vi/oPfqrRc4wxJ/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
LXj2Exv9YFg,24.23.06,Why This Entertainment Video Went Viral,Channel_228,6,2024-06-21T22:00:00.000Z,music|trending|official,33488,2481,178,453,https://i.ytimg.com/vi/f_42ggxi6_E/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
nswfwm0-GMB,24.03.03,Behind the Scenes: Entertainment,Channel_571,6,2024-03-03T08:00:00.000Z,official|vlog|trending,31252,2013,272,567,https://i.ytimg.com/vi/i3m5YpK0Ufa/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
PSOgnx8SqK0,24.14.05,Official Entertainment Highlights,Channel_1621,6,2024-05-11T04:00:00.000Z,vlog|music|official,15558,887,79,17,https://i.ytimg.com/vi/8Q-BjE7dAkh/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
ctf9Y5CGeOH,24.01.06,Why This Travel & Events Video Went Viral,Channel_4636,11,2024-06-01T18:00:00.000Z,vlog|music|official,10912,848,25,13,https://i.ytimg.com/vi/n_m5PlNy6Cz/default.jpg,False,False,False,Auto-generated sample description for Travel & Events video.
bntMPkHrRue,24.13.11,Why This Entertainment Video Went Viral,Channel_1613,8,2024-11-09T17:00:00.000Z,vlog|official|music,31964,1594,277,315,https://i.ytimg.com/vi/xclPFqT5COI/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
8BkgFn8ecmN,24.01.04,Entertainment Compilation 2024,Channel_1544,8,2024-03-28T19:00:00.000Z,official|vlog|review,998039,14442,9545,14535,https://i.ytimg.com/vi/aGHV3GPLcX5/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
hdDX7v0yXjN,24.02.10,Official Entertainment Highlights,Channel_3297,8,2024-09-29T00:00:00.000Z,live|vlog|2024,14330,1036,25,41,https://i.ytimg.com/vi/pFYYX8SiWms/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
bhgrvUksRWF,24.11.07,Why This Travel & Events Video Went Viral,Channel_4800,11,2024-07-10T07:00:00.000Z,review|vlog|2024,1645,88,12,10,https://i.ytimg.com/vi/TsSBcPCWZc5/default.jpg,True,False,False,Auto-generated sample description for Travel & Events video.
BzSO3bEhIb9,24.17.04,Official Entertainment Highlights,Channel_3484,8,2024-04-13T11:00:00.000Z,vlog|live|official,102082,7893,410,1400,https://i.ytimg.com/vi/m8DxpHwRFgu/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
eC91dYNvdUp,24.29.03,Behind the Scenes: Entertainment,Channel_740,6,2024-03-25T01:00:00.000Z,vlog|music|official,11558,464,100,182,https://i.ytimg.com/vi/jMWTygvvPgU/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
96_pjlBOWV0,24.19.05,Gaming Compilation 2024,Channel_4061,15,2024-05-17T17:00:00.000Z,vlog|review|official,20944,694,196,335,https://i.ytimg.com/vi/YjUseEXutDj/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
yVkwlbl3wW5,24.14.07,Reacting to Entertainment Trends,Channel_4735,17,2024-07-12T20:00:00.000Z,official|vlog|music,558370,33870,4541,5305,https://i.ytimg.com/vi/j9j86huKNzP/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
51mnCCtY4Er,24.03.11,Why This Entertainment Video Went Viral,Channel_1116,8,2024-11-02T06:00:00.000Z,live|vlog|2024,23405,1136,194,37,https://i.ytimg.com/vi/5t3XZJ_hl3R/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
eTfvfJDEpiz,24.15.11,Why This Entertainment Video Went Viral,Channel_1579,8,2024-11-13T00:00:00.000Z,review|live|vlog,28362,582,116,92,https://i.ytimg.com/vi/JCQZqF7Xf3d/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
KANRLepEVrU,24.03.11,Reacting to Entertainment Trends,Channel_4185,17,2024-10-30T06:00:00.000Z,review|2024|live,15160,935,146,105,https://i.ytimg.com/vi/x3tGvT0bdsw/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
9A3VbD4INjT,24.01.11,Reacting to Entertainment Trends,Channel_1719,8,2024-10-30T14:00:00.000Z,live|2024|trending,218579,16410,1136,1139,https://i.ytimg.com/vi/pYbxDpsJihG/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
qU94UBjvSfB,24.29.12,Official Entertainment Highlights,Channel_535,17,2024-12-26T21:00:00.000Z,2024|review|vlog,264371,11866,813,1062,https://i.ytimg.com/vi/EVEbHjh--1N/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
tm_OZRW19-W,24.31.12,Official Entertainment Highlights,Channel_1711,6,2024-12-28T19:00:00.000Z,live|music|2024,88705,5776,192,1766,https://i.ytimg.com/vi/x4tOjqgCcWI/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
pyvbEf4uaWQ,24.02.05,Behind the Scenes: Entertainment,Channel_2539,6,2024-05-02T13:00:00.000Z,music|trending|vlog,83703,3580,494,1566,https://i.ytimg.com/vi/QXeFEpXctol/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
W0YrnHjFFMB,24.17.04,Reacting to Entertainment Trends,Channel_2673,6,2024-04-13T20:00:00.000Z,official|2024|vlog,47735,3280,375,556,https://i.ytimg.com/vi/_IVFVP9i2Ap/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
voPhVHAAR2H,25.23.01,Top 10 Film & Animation Moments This Week,Channel_2068,7,2025-01-22T17:00:00.000Z,review|official|music,2757,32,4,20,https://i.ytimg.com/vi/jVNrSuA-F-i/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
2_gKqGKBRHi,24.24.05,Reacting to Entertainment Trends,Channel_3251,8,2024-05-23T10:00:00.000Z,2024|live|trending,8909,709,30,39,https://i.ytimg.com/vi/DgiCjhjatWb/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
SEv0HvcL3eA,24.01.02,Behind the Scenes: Entertainment,Channel_4518,8,2024-01-31T07:00:00.000Z,live|vlog|2024,321571,25302,1838,1500,https://i.ytimg.com/vi/d6xjL_qvlfM/default.jpg,False,True,False,Auto-generated sample description for Entertainment video.
g4JwNJKICDb,24.15.05,Entertainment Compilation 2024,Channel_4158,17,2024-05-13T04:00:00.000Z,official|trending|review,232136,11514,2113,3910,https://i.ytimg.com/vi/xN581wRRCxU/default.jpg,False,True,False,Auto-generated sample description for Entertainment video.
WSe1VlRow8M,25.31.01,Top 10 Gaming Moments This Week,Channel_2005,13,2025-01-30T12:00:00.000Z,trending|live|music,3689,97,11,39,https://i.ytimg.com/vi/oVRp_pfSd8t/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
MoXm7u7LWtU,24.25.11,Entertainment Compilation 2024,Channel_2062,6,2024-11-21T20:00:00.000Z,review|live|2024,169001,6814,1154,3027,https://i.ytimg.com/vi/5JTQS3pQa8v/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
SrkXGAcU4fe,24.20.02,Why This Entertainment Video Went Viral,Channel_3062,6,2024-02-17T14:00:00.000Z,music|live|official,61226,2718,171,586,https://i.ytimg.com/vi/nWCjzBYifaU/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
mC8XrDSyyXD,24.04.03,Entertainment Compilation 2024,Channel_4895,6,2024-03-01T22:00:00.000Z,2024|trending|vlog,41872,1474,183,795,https://i.ytimg.com/vi/MBroD-24bhl/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
_t9o1S0XtaO,24.20.03,Top 10 People & Blogs Moments This Week,Channel_386,10,2024-03-18T21:00:00.000Z,live|review|music,31211,1976,229,416,https://i.ytimg.com/vi/QWxotBJYCMS/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
HhXz58ynQUe,24.04.05,Official Entertainment Highlights,Channel_3921,17,2024-04-30T04:00:00.000Z,music|trending|review,247846,7282,883,587,https://i.ytimg.com/vi/jchnhTZvte4/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
fSYnhQ2OECW,24.12.03,Behind the Scenes: Entertainment,Channel_1450,8,2024-03-08T01:00:00.000Z,trending|music|review,338977,22739,3080,1087,https://i.ytimg.com/vi/iAp-V1gd9Sq/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
E8JeHrC7GqF,24.28.09,Official Entertainment Highlights,Channel_169,17,2024-09-28T16:00:00.000Z,music|2024|trending,105119,2354,333,770,https://i.ytimg.com/vi/G7zwwTEkQJp/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
qILhqmTz9i3,25.13.01,Why This Gaming Video Went Viral,Channel_1263,15,2025-01-12T19:00:00.000Z,vlog|2024|review,16928,599,64,175,https://i.ytimg.com/vi/t0ie15iQ3S5/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
YlNCQ8-fNCo,24.14.12,Behind the Scenes: Gaming,Channel_2764,13,2024-12-13T04:00:00.000Z,vlog|2024|review,20996,581,97,37,https://i.ytimg.com/vi/CCJNTIqPUal/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
mOhfxOJcri6,24.27.12,Behind the Scenes: Entertainment,Channel_4526,8,2024-12-24T22:00:00.000Z,live|2024|official,6930,148,49,104,https://i.ytimg.com/vi/a__TInjPEB0/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
U9hMMb4rlGY,24.11.06,Top 10 Science & Technology Moments This Week,Channel_2759,12,2024-06-09T02:00:00.000Z,official|2024|review,21876,1269,175,133,https://i.ytimg.com/vi/1H2oFAwbmW0/default.jpg,False,False,False,Auto-generated sample description for Science & Technology video.
89U-ATEfXqZ,24.22.11,Why This Entertainment Video Went Viral,Channel_1307,8,2024-11-20T20:00:00.000Z,2024|live|trending,7993,591,62,104,https://i.ytimg.com/vi/v7G-x_9Syil/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
pvXfNuLMb54,24.21.10,Why This People & Blogs Video Went Viral,Channel_2085,3,2024-10-21T22:00:00.000Z,review|trending|live,6459,183,23,19,https://i.ytimg.com/vi/S4Rv3LarTG4/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
ulsLFtnskvX,24.25.03,Reacting to Entertainment Trends,Channel_2560,8,2024-03-22T03:00:00.000Z,vlog|review|trending,25748,1959,221,405,https://i.ytimg.com/vi/G5Bq6uUvGDj/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
FQS8LiIV22G,24.04.05,Behind the Scenes: Travel & Events,Channel_4694,5,2024-05-04T10:00:00.000Z,vlog|trending|2024,12583,419,16,227,https://i.ytimg.com/vi/nNz-1xtamTC/default.jpg,False,False,False,Auto-generated sample description for Travel & Events video.
gLjajUihZ1E,24.14.10,Top 10 Entertainment Moments This Week,Channel_3685,6,2024-10-13T10:00:00.000Z,music|review|trending,37201,1731,339,461,https://i.ytimg.com/vi/ZPhMqaDmU40/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
Jq7He7In-Q3,24.17.10,Top 10 Entertainment Moments This Week,Channel_3019,8,2024-10-16T17:00:00.000Z,vlog|review|official,5822,223,12,98,https://i.ytimg.com/vi/FNCN3WXTSe7/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
JTrnIuzCgML,24.17.06,Top 10 Film & Animation Moments This Week,Channel_1134,7,2024-06-14T06:00:00.000Z,vlog|2024|trending,19732,329,153,301,https://i.ytimg.com/vi/B4Ah9V_HWW2/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
utcEJxk8gda,24.21.05,Why This Entertainment Video Went Viral,Channel_4632,17,2024-05-20T12:00:00.000Z,official|live|review,69576,1506,155,461,https://i.ytimg.com/vi/z0Ks6Fg-CHH/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
-agrnTLD-jl,24.21.08,Official Entertainment Highlights,Channel_4102,8,2024-08-21T22:00:00.000Z,music|2024|official,26012,1834,222,287,https://i.ytimg.com/vi/prcwIZ1kn_o/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
yz5811PPu1M,24.20.11,Official Entertainment Highlights,Channel_2240,6,2024-11-20T05:00:00.000Z,music|vlog|trending,231699,16848,2103,972,https://i.ytimg.com/vi/Bl5co-cP6H4/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
NrDEUlGVh5E,24.21.02,Why This Entertainment Video Went Viral,Channel_3833,8,2024-02-17T00:00:00.000Z,music|official|trending,47399,3449,24,363,https://i.ytimg.com/vi/_CLQlcqkg2l/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
pvNLlTLa_zm,24.14.07,Why This People & Blogs Video Went Viral,Channel_1212,3,2024-07-14T19:00:00.000Z,review|music|official,20218,323,62,87,https://i.ytimg.com/vi/kAQoLhsPfww/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
LuioMFBD_KU,24.22.10,Why This Entertainment Video Went Viral,Channel_2705,17,2024-10-20T03:00:00.000Z,2024|live|music,24880,1548,25,373,https://i.ytimg.com/vi/ssFX70TXBL8/default.jpg,True,False,False,Auto-generated sample description for Entertainment video.
f_VPGX5Dxtg,24.02.10,Why This Education Video Went Viral,Channel_4112,4,2024-09-29T20:00:00.000Z,review|music|vlog,18203,800,174,322,https://i.ytimg.com/vi/4OmeCH4-UVH/default.jpg,False,False,False,Auto-generated sample description for Education video.
fbPz6W-CsUA,24.08.05,Reacting to Entertainment Trends,Channel_48,6,2024-05-05T14:00:00.000Z,live|vlog|official,870765,42134,5355,11705,https://i.ytimg.com/vi/NbKF-GaQtLS/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
q7nX_XaKhdk,24.16.12,Behind the Scenes: Entertainment,Channel_4341,17,2024-12-14T05:00:00.000Z,review|2024|vlog,35681,689,106,262,https://i.ytimg.com/vi/wCqV1Ww-Ehw/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
hW8UiWK-AqE,24.10.12,Official Education Highlights,Channel_2017,4,2024-12-08T14:00:00.000Z,live|vlog|review,71323,4455,696,453,https://i.ytimg.com/vi/leKvd9bD4wN/default.jpg,False,False,False,Auto-generated sample description for Education video.
KtgLEs9tTyI,24.02.10,Why This Entertainment Video Went Viral,Channel_4282,17,2024-09-30T10:00:00.000Z,trending|vlog|live,41690,456,323,712,https://i.ytimg.com/vi/Qk0Zf178XVq/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
4v9otbbkP0M,24.09.11,Official Entertainment Highlights,Channel_1327,8,2024-11-09T18:00:00.000Z,review|official|vlog,844565,60600,6257,12680,https://i.ytimg.com/vi/ukgeC2Fw_KU/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
J4D8X2NQ9-Y,24.10.11,Official Entertainment Highlights,Channel_3152,17,2024-11-06T18:00:00.000Z,official|2024|live,21514,1506,102,197,https://i.ytimg.com/vi/I78LwtZJRGo/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
S4nxK0SOSWI,24.22.09,Top 10 Entertainment Moments This Week,Channel_1689,8,2024-09-19T16:00:00.000Z,live|official|vlog,58538,1926,507,281,https://i.ytimg.com/vi/UG-WFJh-omM/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
lQeVZjwvMwr,24.23.04,Official Entertainment Highlights,Channel_3354,17,2024-04-21T12:00:00.000Z,official|review|music,12767,712,15,198,https://i.ytimg.com/vi/NGXBnRwj8JQ/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
flCM3UZpKhW,24.16.12,Top 10 Entertainment Moments This Week,Channel_127,17,2024-12-15T16:00:00.000Z,live|vlog|review,34630,1648,291,411,https://i.ytimg.com/vi/8xkvj_D9rDK/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
Y2-c0rGSRFT,24.11.01,Reacting to Travel & Events Trends,Channel_1102,11,2024-01-07T12:00:00.000Z,official|2024|vlog,1627,26,10,14,https://i.ytimg.com/vi/8UdXwjC4I1-/default.jpg,False,False,False,Auto-generated sample description for Travel & Events video.
Rq29JQOY9hE,24.26.04,Top 10 News & Politics Moments This Week,Channel_773,2,2024-04-25T19:00:00.000Z,review|music|live,3817,242,37,52,https://i.ytimg.com/vi/ZiXBErk3OOJ/default.jpg,False,False,False,Auto-generated sample description for News & Politics video.
k1qCS9judgM,25.16.01,Reacting to Entertainment Trends,Channel_2917,6,2025-01-14T02:00:00.000Z,review|trending|vlog,100192,4887,228,711,https://i.ytimg.com/vi/pq3zHDUAoiD/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
Lmn0r2w3Cw_,24.23.01,Official Entertainment Highlights,Channel_2523,17,2024-01-20T19:00:00.000Z,music|live|vlog,119181,9388,597,732,https://i.ytimg.com/vi/fbUEgWXYrMX/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
jdlW5Vug8Jx,24.04.08,Reacting to People & Blogs Trends,Channel_51,10,2024-08-04T05:00:00.000Z,live|trending|2024,9802,146,68,42,https://i.ytimg.com/vi/eqQ9gSFHXV-/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
pps9Fww1u12,24.28.02,Behind the Scenes: Entertainment,Channel_1506,17,2024-02-28T00:00:00.000Z,live|music|vlog,470685,8908,3055,9019,https://i.ytimg.com/vi/ixniCUA6lcS/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
mZSwGXOnM0e,24.20.05,Official Entertainment Highlights,Channel_2247,8,2024-05-18T01:00:00.000Z,vlog|review|2024,4485,286,33,65,https://i.ytimg.com/vi/V7oIOBL3dZY/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
1PHJ0Gcbhpp,24.23.10,Official Entertainment Highlights,Channel_2884,8,2024-10-22T07:00:00.000Z,trending|2024|music,67615,1538,419,459,https://i.ytimg.com/vi/nnk_iBj1SRH/default.jpg,False,False,False,
At1lu4vix8A,24.13.01,Official Entertainment Highlights,Channel_2741,8,2024-01-13T17:00:00.000Z,official|live|music,44818,566,328,216,https://i.ytimg.com/vi/UF2ScQjMzAh/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
In-S3nPhJkP,24.23.05,Reacting to Autos & Vehicles Trends,Channel_2442,9,2024-05-22T01:00:00.000Z,music|trending|2024,7692,265,47,44,https://i.ytimg.com/vi/vCEWElsmZ5v/default.jpg,False,False,False,Auto-generated sample description for Autos & Vehicles video.
00P475IcaFT,24.23.04,Top 10 Entertainment Moments This Week,Channel_3362,8,2024-04-19T07:00:00.000Z,official|review|vlog,209567,8459,790,1047,https://i.ytimg.com/vi/uelnM9VeXtC/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
AC2iEIDWJVT,24.04.08,Why This Entertainment Video Went Viral,Channel_1766,17,2024-07-31T12:00:00.000Z,music|2024|vlog,66188,3222,255,375,https://i.ytimg.com/vi/IWCrmT52S3O/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
MZxHHt4zFgX,25.01.02,Official Entertainment Highlights,Channel_2561,8,2025-02-01T19:00:00.000Z,live|music|official,5230,146,16,20,https://i.ytimg.com/vi/4xg0GC0_MeU/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
